country,age_group,travel_with,total_female,total_male,purpose,main_activity,info_source,tour_arrangement,package_transport_int,package_accomodation,package_food,package_transport_tz,package_sightseeing,package_guided_tour,package_insurance,night_mainland,night_zanzibar,first_trip_tz,cost_category
india,3,Alone,0.0,1.0,Visiting_Friends_and_Relatives,Beach_Tourism,Others,Independent,0,0,0,0,0,0,0,90,0,1,3
united_states_of_america,4,With_Other_Friends/Relatives,2.0,0.0,Leisure_and_Holidays,Cultural_Tourism,Radio_TV_Web,Package_Tour,0,1,1,1,1,0,0,10,5,1,5
united_states_of_america,5,Alone,1.0,0.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,1,16,0,0,0
sweden,3,With_Other_Friends/Relatives,1.0,1.0,Meetings_and_Conference,Hunting_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,5,0,1,5
denmark,4,Alone,1.0,0.0,Meetings_and_Conference,Mountain_Climbing,Others,Independent,0,0,0,0,0,0,0,3,0,0,5
france,4,With_Other_Friends/Relatives,2.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,0,1,0,0,0,0,9,1,1
italy,3,With_Spouse_and_Children,3.0,2.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,0,0,0,0,0,13,1,1
swizerland,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,13,4,0,1
poland,3,With_Other_Friends/Relatives,1.0,2.0,Leisure_and_Holidays,Conference_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,0,0,1,11,4,1,0
united_states_of_america,3,With_Other_Friends/Relatives,2.0,3.0,Leisure_and_Holidays,Conference_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,0,0,0,0,9,0,1,1
united_states_of_america,4,Alone,0.0,1.0,Business,Hunting_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,13,0,0,5
united_kingdom,3,Alone,0.0,1.0,Leisure_and_Holidays,Conference_Tourism,Radio_TV_Web,Independent,0,0,0,0,0,0,0,14,0,1,5
zambia,3,With_Other_Friends/Relatives,3.0,0.0,Business,Wildlife_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,5,0,0,5
united_kingdom,4,Alone,0.0,1.0,Business,Mountain_Climbing,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,4,0,1,3
united_arab_emirates,3,Alone,0.0,1.0,Leisure_and_Holidays,Conference_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,0,0,0,6,0,1,5
united_states_of_america,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Newspaper_magazines_brochures,Package_Tour,1,1,1,1,1,1,0,6,0,1,1
united_states_of_america,3,With_Children,1.0,2.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,0,1,1,11,0,1,1
italy,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Hunting_Tourism,Radio_TV_Web,Independent,0,0,0,0,0,0,0,0,64,0,0
australia,4,Alone,1.0,0.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,1,6,0,1,4
italy,4,With_Children,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,0,0,0,0,7,1,1
italy,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,0,0,1,0,7,1,0
australia,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,1,7,0,1,1
zimbabwe,1,Alone,1.0,0.0,Business,Hunting_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,3,0,1,3
italy,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Radio_TV_Web,Independent,0,0,0,0,0,0,0,1,15,1,5
germany,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Others,Independent,0,0,0,0,0,0,0,9,7,1,5
france,3,None,1.0,0.0,Leisure_and_Holidays,Conference_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,1,1,0,6,2,1,5
united_states_of_america,3,Alone,1.0,0.0,Leisure_and_Holidays,Conference_Tourism,Friends_relatives,Package_Tour,0,1,1,1,1,1,0,12,0,1,0
india,3,Alone,1.0,0.0,Business,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,4,0,0,5
australia,5,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,0,1,0,7,10,1,1
italy,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,0,1,0,0,0,0,0,14,1,1
south_africa,3,Alone,0.0,1.0,Visiting_Friends_and_Relatives,Conference_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,60,0,0,5
united_states_of_america,3,Alone,0.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Friends_relatives,Package_Tour,0,1,1,1,1,1,0,3,0,1,5
united_kingdom,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,0,3,0,4
italy,0,Alone,1.0,0.0,Leisure_and_Holidays,Business,Friends_relatives,Independent,0,0,0,0,0,0,0,0,9,1,5
south_africa,4,Alone,0.0,1.0,Business,Conference_Tourism,Newspaper_magazines_brochures,Independent,0,0,0,0,0,0,0,2,0,0,0
italy,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,0,0,1,0,13,1,1
italy,3,With_Other_Friends/Relatives,0.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Friends_relatives,Package_Tour,0,1,1,1,0,1,0,5,5,1,5
france,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Cultural_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,1,9,0,1,5
australia,4,With_Other_Friends/Relatives,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Friends_relatives,Package_Tour,1,1,1,1,1,1,0,6,2,1,1
netherlands,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,1,7,5,1,1
malawi,4,Alone,0.0,1.0,Other,Hunting_Tourism,Others,Independent,0,0,0,0,0,0,0,3,0,0,4
germany,4,Alone,0.0,1.0,Meetings_and_Conference,Mountain_Climbing,Others,Independent,0,0,0,0,0,0,0,7,0,0,3
united_states_of_america,3,With_Other_Friends/Relatives,2.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,1,1,0,11,0,1,5
belgium,3,With_Other_Friends/Relatives,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,1,1,0,12,8,1,1
canada,5,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Others,Package_Tour,1,1,1,1,1,1,1,6,0,1,1
lebanon,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Cultural_Tourism,Others,Independent,0,0,0,0,0,0,0,0,8,1,5
united_states_of_america,1,None,0.0,4.0,Leisure_and_Holidays,Conference_Tourism,Radio_TV_Web,Package_Tour,0,1,1,1,0,1,0,10,0,1,5
india,3,Alone,0.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Independent,0,1,1,0,1,0,0,15,0,1,5
greece,3,With_Other_Friends/Relatives,0.0,2.0,Volunteering,Hunting_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,2,0,1,4
united_states_of_america,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,1,1,0,8,0,1,1
netherlands,5,Alone,1.0,0.0,Other,Hunting_Tourism,Others,Independent,0,0,0,0,0,0,0,3,0,1,3
united_states_of_america,4,With_Spouse_and_Children,2.0,2.0,Leisure_and_Holidays,Wildlife_Tourism,Radio_TV_Web,Package_Tour,0,1,1,0,1,1,0,7,0,1,1
belgium,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,0,0,1,0,14,1,1
south_africa,1,Alone,1.0,0.0,Leisure_and_Holidays,Beach_Tourism,Newspaper_magazines_brochures,Independent,0,0,0,0,0,0,0,0,6,0,5
belgium,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,0,0,1,0,7,1,0
italy,5,With_Other_Friends/Relatives,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,0,1,0,8,0,0
uae,3,Alone,1.0,0.0,Visiting_Friends_and_Relatives,Beach_Tourism,Friends_relatives,Package_Tour,1,1,0,1,0,0,0,3,2,0,5
australia,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,1,1,0,7,5,1,1
oman,1,Alone,0.0,1.0,Leisure_and_Holidays,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,18,0,1,3
united_kingdom,1,None,0.0,1.0,Volunteering,Wildlife_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,33,3,1,5
spain,4,With_Spouse_and_Children,3.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,0,1,1,1,1,4,4,1,1
india,3,None,1.0,0.0,Meetings_and_Conference,Mountain_Climbing,Newspaper_magazines_brochures,Independent,0,0,0,0,0,0,0,3,6,0,5
canada,3,Alone,1.0,0.0,Leisure_and_Holidays,Wildlife_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,10,0,0,5
burundi,3,With_Other_Friends/Relatives,0.0,2.0,Business,Hunting_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,1,0,1,3
uganda,3,Alone,0.0,1.0,Visiting_Friends_and_Relatives,Cultural_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,11,0,0,4
uae,3,With_Other_Friends/Relatives,2.0,1.0,Leisure_and_Holidays,Beach_Tourism,Friends_relatives,Package_Tour,0,1,0,0,0,0,1,4,5,0,1
india,3,Alone,0.0,1.0,Business,Conference_Tourism,Radio_TV_Web,Independent,0,0,0,0,0,0,0,5,0,0,3
italy,4,Alone,0.0,1.0,Business,Beach_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,3,0,0,5
italy,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,0,0,0,0,7,1,1
denmark,3,With_Other_Friends/Relatives,1.0,1.0,Volunteering,Wildlife_Tourism,Others,Independent,0,0,0,0,0,0,0,42,0,1,0
kenya,3,None,0.0,1.0,Meetings_and_Conference,Mountain_Climbing,Trade_fair,Independent,0,0,0,0,0,0,0,2,0,0,4
denmark,4,Alone,0.0,1.0,Business,Business,Newspaper_magazines_brochures,Independent,0,0,0,0,0,0,0,5,1,0,5
united_states_of_america,5,Alone,1.0,0.0,Visiting_Friends_and_Relatives,Hunting_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,7,0,0,4
malaysia,5,Alone,0.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Radio_TV_Web,Package_Tour,1,1,1,1,1,1,0,6,2,1,1
zimbabwe,1,Alone,0.0,1.0,Business,Hunting_Tourism,Inflight_magazines,Independent,0,0,0,0,0,0,0,2,0,0,4
united_states_of_america,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,0,0,1,1,0,1,6,0,1,0
netherlands,4,With_Spouse,1.0,2.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,0,1,1,1,0,10,4,1,1
norway,4,Alone,1.0,0.0,Visiting_Friends_and_Relatives,Hunting_Tourism,Others,Independent,0,0,0,0,0,0,0,20,0,0,5
italy,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,1,1,1,9,0,0,1
australia,5,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,0,1,0,5,0,1,1
japan,5,Alone,0.0,1.0,Leisure_and_Holidays,Conference_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,0,6,0,1,0
united_kingdom,3,With_Spouse,1.0,1.0,Visiting_Friends_and_Relatives,Beach_Tourism,Trade_fair,Independent,0,0,0,0,0,0,0,0,13,1,0
germany,3,Alone,1.0,0.0,Visiting_Friends_and_Relatives,Cultural_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,27,3,1,3
united_states_of_america,3,Alone,0.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Friends_relatives,Package_Tour,0,1,1,0,1,1,1,14,5,1,1
italy,4,Alone,0.0,1.0,Volunteering,Hunting_Tourism,Others,Independent,0,0,0,0,0,0,0,10,0,0,5
germany,3,Alone,0.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,0,12,0,1,0
france,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,0,1,1,1,1,1,5,4,1,1
swizerland,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,0,0,0,0,5,5,1,1
netherlands,5,With_Spouse_and_Children,1.0,4.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,0,0,0,10,7,0,5
netherlands,4,With_Spouse,1.0,0.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,0,0,7,0,1,0
china,3,With_Other_Friends/Relatives,0.0,2.0,Meetings_and_Conference,Beach_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,44,0,1,5
canada,3,With_Children,1.0,1.0,Visiting_Friends_and_Relatives,Hunting_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,7,0,0,3
italy,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,0,0,0,1,0,7,1,0
canada,3,Alone,1.0,0.0,Meetings_and_Conference,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,4,3,1,5
france,3,With_Spouse,1.0,0.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,0,0,0,0,0,0,7,3,1,1
zimbabwe,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,0,0,0,0,5,0,1
netherlands,3,Alone,0.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,17,0,1,3
germany,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Friends_relatives,Package_Tour,1,1,0,0,1,0,0,5,12,1,0
netherlands,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Radio_TV_Web,Independent,0,0,0,0,0,0,0,2,7,1,1
iceland,5,Alone,0.0,1.0,Visiting_Friends_and_Relatives,Bird_Tourism,Friends_relatives,Independent,1,0,0,0,0,0,0,10,0,0,5
south_africa,4,Alone,0.0,1.0,Leisure_and_Holidays,Beach_Tourism,Newspaper_magazines_brochures,Independent,0,0,0,0,0,0,0,2,0,1,5
united_arab_emirates,5,With_Other_Friends/Relatives,1.0,3.0,Leisure_and_Holidays,Conference_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,0,1,1,6,0,1,1
france,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Business,Radio_TV_Web,Package_Tour,1,1,1,0,0,0,0,0,7,1,0
namibia,3,None,1.0,0.0,Meetings_and_Conference,Mountain_Climbing,Friends_relatives,Independent,0,0,0,0,0,0,0,5,0,1,4
germany,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Conference_Tourism,Radio_TV_Web,Package_Tour,1,1,1,1,1,1,0,13,4,1,1
united_states_of_america,5,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,1,6,0,1,1
united_states_of_america,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,1,1,0,14,0,1,1
united_states_of_america,4,With_Other_Friends/Relatives,2.0,2.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,8,4,1,5
zambia,3,With_Other_Friends/Relatives,3.0,0.0,Other,Hunting_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,6,0,1,4
ireland,3,Alone,0.0,1.0,Leisure_and_Holidays,Conference_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,0,10,0,1,0
united_states_of_america,5,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,0,10,0,1,1
kenya,3,Alone,0.0,1.0,Meetings_and_Conference,Conference_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,4,0,0,5
south_africa,3,Alone,1.0,0.0,Leisure_and_Holidays,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,3,39,1,5
zimbabwe,3,Alone,0.0,1.0,Business,Beach_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,1,0,1,4
united_kingdom,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,0,1,1,1,0,7,4,1,1
india,3,Alone,0.0,1.0,Business,Mountain_Climbing,Friends_relatives,Independent,0,0,0,0,0,0,0,5,0,0,5
united_kingdom,1,Alone,1.0,0.0,Leisure_and_Holidays,Conference_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,0,1,0,12,3,1,0
united_states_of_america,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,1,14,0,1,1
united_kingdom,4,With_Spouse,1.0,1.0,Visiting_Friends_and_Relatives,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,30,0,0,5
france,3,With_Children,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,1,9,6,1,1
italy,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,0,1,1,0,8,1,0
south_africa,3,None,0.0,1.0,Meetings_and_Conference,Wildlife_Tourism,Newspaper_magazines_brochures,Package_Tour,1,1,1,1,0,0,1,3,0,0,3
india,3,Alone,0.0,1.0,Visiting_Friends_and_Relatives,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,12,0,0,4
united_kingdom,3,With_Other_Friends/Relatives,0.0,4.0,Visiting_Friends_and_Relatives,Cultural_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,17,0,0,4
chile,4,None,0.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,0,1,1,1,0,13,0,1,3
italy,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,0,0,0,0,14,0,1
uganda,3,Alone,0.0,1.0,Business,Wildlife_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,7,0,0,4
united_kingdom,5,Alone,1.0,0.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,0,7,0,0,0
zambia,3,Alone,0.0,1.0,Business,Hunting_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,2,0,0,5
france,4,With_Spouse_and_Children,2.0,2.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,0,6,3,1,2
sweden,1,With_Other_Friends/Relatives,1.0,1.0,Visiting_Friends_and_Relatives,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,6,6,1,4
kenya,3,Alone,1.0,0.0,Meetings_and_Conference,Mountain_Climbing,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,1,0,1,4
united_states_of_america,3,None,0.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Trade_fair,Package_Tour,1,1,1,0,0,0,1,1,0,1,0
france,3,With_Other_Friends/Relatives,2.0,0.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,0,1,0,0,0,0,10,1,0
rwanda,3,Alone,0.0,1.0,Visiting_Friends_and_Relatives,Cultural_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,2,0,1,4
burundi,3,None,0.0,1.0,Visiting_Friends_and_Relatives,Cultural_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,2,0,1,4
united_kingdom,1,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Others,Package_Tour,0,0,0,0,1,0,1,7,7,0,1
united_states_of_america,3,With_Spouse,1.0,1.0,Other,Wildlife_Tourism,Friends_relatives,Package_Tour,1,1,1,1,1,0,0,5,4,1,0
united_kingdom,1,None,1.0,0.0,Volunteering,Conference_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,9,0,1,0
korea,3,Alone,0.0,1.0,Visiting_Friends_and_Relatives,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,0,1,0,0,0,3,0,1,4
canada,3,With_Other_Friends/Relatives,2.0,0.0,Volunteering,Beach_Tourism,Others,Independent,0,0,0,0,0,0,0,17,3,1,5
australia,3,With_Other_Friends/Relatives,2.0,0.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,0,1,0,10,4,1,1
canada,3,With_Other_Friends/Relatives,2.0,0.0,Visiting_Friends_and_Relatives,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,60,0,0,0
united_arab_emirates,3,Alone,1.0,0.0,Leisure_and_Holidays,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,1,2,1,3
australia,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,0,1,1,1,0,6,0,1,1
united_states_of_america,3,With_Other_Friends/Relatives,1.0,0.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,1,1,0,4,0,0,5
burundi,1,Alone,0.0,1.0,Visiting_Friends_and_Relatives,Cultural_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,1,0,0,4
belgium,1,Alone,1.0,0.0,Volunteering,Cultural_Tourism,Friends_relatives,Package_Tour,0,1,1,1,0,0,0,11,0,1,5
malawi,3,With_Other_Friends/Relatives,3.0,0.0,Meetings_and_Conference,Wildlife_Tourism,Others,Independent,0,0,0,0,0,0,0,4,0,0,5
united_states_of_america,3,Alone,0.0,1.0,Visiting_Friends_and_Relatives,Hunting_Tourism,Others,Independent,0,0,0,0,0,0,0,10,0,1,0
france,3,Alone,1.0,0.0,Business,Wildlife_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,14,0,1,5
united_states_of_america,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,0,0,0,0,1,0,9,0,1,1
sweden,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Cultural_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,0,9,0,0
france,4,Alone,0.0,1.0,Leisure_and_Holidays,Conference_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,1,8,0,1,0
italy,1,With_Other_Friends/Relatives,1.0,0.0,Volunteering,Hunting_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,27,0,1,4
italy,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,0,0,1,0,7,1,0
germany,4,With_Spouse,0.0,0.0,Scientific_and_Academic,Business,Friends_relatives,Independent,0,0,0,0,1,0,0,15,0,0,5
uae,4,Alone,1.0,0.0,Leisure_and_Holidays,Cultural_Tourism,Radio_TV_Web,Independent,0,0,0,0,0,0,0,0,4,1,5
denmark,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,10,0,1,5
kenya,3,Alone,0.0,1.0,Meetings_and_Conference,Hunting_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,2,0,0,4
france,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,0,1,1,1,0,7,1,0
united_kingdom,3,With_Other_Friends/Relatives,2.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,0,1,1,5,3,1,1
uganda,3,With_Children,1.0,1.0,Meetings_and_Conference,Mountain_Climbing,Newspaper_magazines_brochures,Independent,0,0,0,0,0,0,0,5,0,1,3
kenya,4,Alone,0.0,1.0,Business,Wildlife_Tourism,Newspaper_magazines_brochures,Independent,0,0,0,0,0,0,0,2,0,0,3
france,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,0,9,2,1,1
united_states_of_america,3,None,0.0,1.0,Visiting_Friends_and_Relatives,Wildlife_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,6,0,1,5
india,3,With_Other_Friends/Relatives,0.0,2.0,Visiting_Friends_and_Relatives,Hunting_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,6,0,0,5
united_states_of_america,5,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,1,1,0,12,0,1,1
italy,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,0,0,0,0,7,1,0
germany,4,With_Other_Friends/Relatives,3.0,2.0,Visiting_Friends_and_Relatives,Wildlife_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,14,0,0,5
kenya,3,Alone,1.0,0.0,Visiting_Friends_and_Relatives,Hunting_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,7,0,0,3
france,3,With_Other_Friends/Relatives,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,1,7,6,1,0
